1,1620,2,1,0
2,1620,3,1,0
3,1599,1565,3,3
3,1620,4,1,0
3,1637,1565,3,3
3,1639,1565,3,3
4,1620,5,1,0
6,1620,28,2,0
7,1620,29,2,0
8,1620,30,2,0
9,1620,31,2,0
12,1620,34,2,0
13,1620,35,2,0
14,1620,36,2,0
14,1634,36,2,0
15,1620,37,2,0
15,1634,1577,3,3
16,1599,38,2,0
16,1634,38,2,0
16,1637,38,2,0
16,1639,38,2,0
17,1620,16,0,1
18,1599,40,2,0
18,1620,17,0,1
18,1639,40,2,0
19,1620,18,0,1
20,1620,19,0,1
23,1620,24,2,1
24,1620,25,2,1
25,1607,3,0,2
25,1620,26,2,1
25,1669,3,0,2
25,1677,3,0,2
26,1607,48,3,0
26,1620,27,2,1
26,1669,48,3,0
26,1677,48,3,0
28,1620,50,3,0
29,1620,51,3,0
30,1620,52,3,0
31,1620,53,3,0
34,1620,56,3,0
35,1620,57,3,0
36,1620,58,3,0
37,1620,59,3,0
38,1607,60,3,0
38,1669,60,3,0
38,1677,60,3,0
39,1620,38,1,2
40,1607,62,3,0
40,1620,39,1,2
40,1669,62,3,0
40,1677,62,3,0
41,1620,40,1,2
42,1620,41,1,2
45,1620,46,2,1
46,1620,47,2,1
46,1627,24,0,3
47,1620,48,2,1
47,1627,25,0,3
48,1620,49,2,1
48,1627,70,3,0
49,1620,50,2,1
50,1620,51,2,1
51,1620,52,2,1
52,1604,30,0,3
52,1620,53,2,1
53,1620,1620,40,0
56,1620,55,1,2
57,1620,56,1,2
58,1604,80,3,0
58,1620,57,1,2
59,1604,37,0,3
59,1620,58,1,2
60,1604,82,3,0
60,1620,59,1,2
60,1627,82,3,0
61,1620,60,1,2
61,1627,39,0,3
62,1620,61,1,2
62,1627,84,3,0
63,1620,62,1,2
64,1620,63,1,2
66,1619,88,2,0
67,1619,45,0,3
67,1620,68,2,1
67,1670,45,0,3
67,1679,45,0,3
68,1615,46,0,3
68,1619,46,0,3
68,1620,69,2,1
68,1670,46,0,3
68,1679,46,0,3
69,1615,47,0,3
